OBJECTID,DEPARTAMEN,PROVINCIA,DISTRITO,CAPITAL,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,GID_3
1525,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,SAN SILVESTRE DE COCHAN,3652,0.01,3652,100,0,0,1530,0.02,1530,100,0,0,147,4.03,20,0.55,0,0,0,0,1665,45.59,418,27.32,786,0.04,879,0.05,44,1,1206,45.59,147,4.03,29.93,20,0.55,5,PER.6.11.11_1
1526,SAN MARTIN,PICOTA,CASPISAPA,CASPISAPA,2126,0.01,2126,100,0,0,674,0.01,674,100,0,0,24,1.13,166,7.81,0,0,0,0,958,45.06,187,27.74,486,0.03,472,0.03,9,69,559,45.06,24,1.13,37.5,166,7.81,41.57,PER.23.7.2_1
1527,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,NUEVA ARICA,2458,0.01,263,10.7,2195,89.3,1150,0.01,113,9.83,1037,90.17,8,3.04,12,4.56,17,0.77,160,0.02,246,93.54,70,61.95,125,0.01,121,0.01,7,12,186,93.54,25,1.02,87.5,172,7,100,PER.14.1.9_1
1528,SAN MARTIN,PICOTA,SAN HILARION,SAN CRISTOBAL DE SISA,3945,0.01,1098,27.83,2847,72.17,1294,0.01,409,31.61,885,68.39,8,0.73,235,21.4,63,2.21,190,0.03,782,71.22,191,46.7,413,0.02,369,0.02,1,153,405,71.22,71,1.8,12.5,425,10.77,65.11,PER.23.7.7_1
1529,CAJAMARCA,SAN MIGUEL,NIEPOS,NIEPOS,3293,0.01,3293,100,0,0,1560,0.02,1560,100,0,0,402,12.21,22,0.67,0,0,0,0,1613,48.98,400,25.64,762,0.04,851,0.05,115,5,1011,48.98,402,12.21,28.61,22,0.67,22.73,PER.6.11.8_1
1530,CAJAMARCA,SAN PABLO,TUMBADEN,TUMBADEN,3387,0.01,3387,100,0,0,1133,0.01,1133,100,0,0,34,1,67,1.98,0,0,0,0,2051,60.56,478,42.19,957,0.05,1094,0.06,10,24,1428,60.56,34,1,29.41,67,1.98,35.82,PER.6.12.4_1
1531,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,12350,0.04,170,1.38,12180,98.62,3559,0.04,40,1.12,3519,98.88,0,0,23,13.53,163,1.34,994,0.14,163,95.88,33,82.5,83,0,80,0,0,23,79,95.88,163,1.32,0,1017,8.23,100,PER.14.1.15_1
1532,CAJAMARCA,SAN MIGUEL,CALQUIS,CALQUIS,4094,0.01,4094,100,0,0,1562,0.02,1562,100,0,0,4,0.1,51,1.25,0,0,0,0,3015,73.64,875,56.02,1428,0.08,1587,0.09,1,29,2232,73.64,4,0.1,25,51,1.25,56.86,PER.6.11.2_1
1533,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,14809,0.05,1380,9.32,13429,90.68,5486,0.05,605,11.03,4881,88.97,3,0.22,23,1.67,328,2.44,897,0.13,1017,73.7,290,47.93,497,0.03,520,0.03,0,9,788,73.7,331,2.24,0,920,6.21,39.13,
1534,CAJAMARCA,CELENDIN,UTCO,UTCO,1052,0,1052,100,0,0,601,0.01,601,100,0,0,13,1.24,196,18.63,0,0,0,0,665,63.21,154,25.62,334,0.02,331,0.02,12,123,336,63.21,13,1.24,92.31,196,18.63,62.76,PER.6.3.12_1
1535,CAJAMARCA,SAN MIGUEL,LA FLORIDA,LA FLORIDA,2165,0.01,2165,100,0,0,963,0.01,963,100,0,0,2,0.09,12,0.55,0,0,0,0,784,36.21,211,21.91,399,0.02,385,0.02,1,3,590,36.21,2,0.09,50,12,0.55,25,PER.6.11.5_1
1536,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,32225,0.11,8256,25.62,23969,74.38,9262,0.09,2493,26.92,6769,73.08,14,0.17,567,6.87,543,2.27,1906,0.28,6084,73.69,1382,55.44,3000,0.16,3084,0.17,13,455,3932,73.69,557,1.73,92.86,2473,7.67,80.25,PER.14.1.8_1
1537,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,15744,0.05,2811,17.85,12933,82.15,5813,0.06,993,17.08,4820,82.92,25,0.89,246,8.75,315,2.44,738,0.11,1737,61.79,429,43.2,881,0.05,856,0.05,14,178,1105,61.79,340,2.16,56,984,6.25,72.36,PER.14.1.13_1
1538,CAJAMARCA,SAN MIGUEL,LLAPA,LLAPA,4481,0.02,4481,100,0,0,2093,0.02,2093,100,0,0,937,20.91,106,2.37,0,0,0,0,2031,45.32,510,24.37,998,0.05,1033,0.06,265,58,1123,45.32,937,20.91,28.28,106,2.37,54.72,PER.6.11.6_1
1539,CAJAMARCA,CAJAMARCA,ENCAADA,ENCAADA,19175,0.07,19175,100,0,0,8552,0.08,8552,100,0,0,2038,10.63,498,2.6,0,0,0,0,9992,52.11,2453,28.68,4755,0.26,5237,0.29,1027,268,5594,52.11,2038,10.63,50.39,498,2.6,53.82,PER.6.2.5_1
1540,LORETO,UCAYALI,PAMPA HERMOSA,PAMPA HERMOSA,5388,0.02,5388,100,0,0,1474,0.01,1474,100,0,0,30,0.56,59,1.1,0,0,0,0,3539,65.68,755,51.22,1848,0.1,1691,0.09,25,29,2051,65.68,30,0.56,83.33,59,1.1,49.15,PER.17.6.4_1
1541,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,90912,0.31,4888,5.38,86024,94.62,23072,0.23,1549,6.71,21523,93.29,2,0.04,449,9.19,2630,3.06,4648,0.67,3733,76.37,795,51.32,1838,0.1,1895,0.1,2,353,2280,76.37,2632,2.9,100,5097,5.61,78.62,PER.14.1.6_1
1542,LAMBAYEQUE,CHICLAYO,SAA,SAA,11617,0.04,2225,19.15,9392,80.85,4448,0.04,893,20.08,3555,79.92,11,0.49,297,13.35,127,1.35,1014,0.15,1494,67.15,391,43.78,785,0.04,709,0.04,4,204,894,67.15,138,1.19,36.36,1311,11.29,68.69,PER.14.1.14_1
1543,SAN MARTIN,PICOTA,PUCACACA,PUCACACA,2971,0.01,185,6.23,2786,93.77,1057,0.01,92,8.7,965,91.3,65,35.14,24,12.97,34,1.22,34,0,91,49.19,24,26.09,50,0,41,0,22,14,36,49.19,99,3.33,33.85,58,1.95,58.33,PER.23.7.5_1
1544,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,8701,0.03,1094,12.57,7607,87.43,3261,0.03,501,15.36,2760,84.64,1,0.09,169,15.45,43,0.57,410,0.06,790,72.21,228,45.51,393,0.02,397,0.02,1,106,502,72.21,44,0.51,100,579,6.65,62.72,
1545,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,270496,0.92,288,0.11,270208,99.89,76221,0.75,85,0.11,76136,99.89,0,0,11,3.82,7406,2.74,13900,2.02,162,56.25,38,44.71,81,0,81,0,0,4,110,56.25,7406,2.74,0,13911,5.14,36.36,PER.14.1.1_1
1546,CAJAMARCA,SAN MIGUEL,CATILLUC,CATILLUC,2747,0.01,2747,100,0,0,1251,0.01,1251,100,0,0,151,5.5,7,0.25,0,0,0,0,1561,56.83,419,33.49,786,0.04,775,0.04,73,1,1031,56.83,151,5.5,48.34,7,0.25,14.29,PER.6.11.3_1
1547,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,25267,0.09,3168,12.54,22099,87.46,7700,0.08,1147,14.9,6553,85.1,6,0.19,387,12.22,264,1.19,1229,0.18,2257,71.24,577,50.31,1115,0.06,1142,0.06,3,310,1324,71.24,270,1.07,50,1616,6.4,80.1,
1548,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,SAN JOSE,15846,0.05,1529,9.65,14317,90.35,4317,0.04,516,11.95,3801,88.05,19,1.24,163,10.66,221,1.54,819,0.12,1015,66.38,239,46.32,503,0.03,512,0.03,15,102,596,66.38,240,1.51,78.95,982,6.2,62.58,PER.14.3.11_1
1549,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,HUARIN,1296,0,1296,100,0,0,891,0.01,891,100,0,0,851,65.66,0,0,0,0,0,0,622,47.99,179,20.09,285,0.02,337,0.02,407,0,39,47.99,851,65.66,47.83,0,0,0,PER.10.6.6_1
1550,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CAYRAN,4788,0.02,4788,100,0,0,2280,0.02,2280,100,0,0,1575,32.89,42,0.88,0,0,0,0,3399,70.99,970,42.54,1710,0.09,1689,0.09,1152,32,1380,70.99,1575,32.89,73.14,42,0.88,76.19,PER.10.5.7_1
1551,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,MENDOZA,6016,0.02,1027,17.07,4989,82.93,2125,0.02,519,24.42,1606,75.58,4,0.39,5,0.49,112,2.24,222,0.03,434,42.26,112,21.58,218,0.01,216,0.01,0,0,312,42.26,116,1.93,0,227,3.77,0,PER.1.6.9_1
1552,CAJAMARCA,CHOTA,ANGUIA,ANGUIA,3211,0.01,3211,100,0,0,1372,0.01,1372,100,0,0,3,0.09,109,3.39,0,0,0,0,2190,68.2,552,40.23,1090,0.06,1100,0.06,1,79,1532,68.2,3,0.09,33.33,109,3.39,72.48,PER.6.4.1_1
1553,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,LONGAR,1631,0.01,1631,100,0,0,710,0.01,710,100,0,0,7,0.43,2,0.12,0,0,0,0,498,30.53,102,14.37,258,0.01,240,0.01,0,1,350,30.53,7,0.43,0,2,0.12,50,PER.1.6.5_1
1554,AMAZONAS,CHACHAPOYAS,LEVANTO,LEVANTO,794,0,794,100,0,0,387,0,387,100,0,0,2,0.25,15,1.89,0,0,0,0,308,38.79,66,17.05,152,0.01,156,0.01,1,7,188,38.79,2,0.25,50,15,1.89,46.67,PER.1.3.11_1
1555,CAJAMARCA,CHOTA,CHOROPAMPA,CHOROPAMPA,2336,0.01,2336,100,0,0,931,0.01,931,100,0,0,2,0.09,0,0,0,0,0,0,1616,69.18,387,41.57,790,0.04,826,0.05,1,0,1156,69.18,2,0.09,50,0,0,0,PER.6.4.6_1
1556,SAN MARTIN,LAMAS,CUUMBUQUI,CUUMBUQUI,3301,0.01,1247,37.78,2054,62.22,1373,0.01,596,43.41,777,56.59,1,0.08,41,3.29,131,6.38,45,0.01,843,67.6,244,40.94,436,0.02,407,0.02,0,37,590,67.6,132,4,0,86,2.61,90.24,PER.23.4.4_1
1557,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,18364,0.06,2729,14.86,15635,85.14,7340,0.07,1396,19.02,5944,80.98,28,1.03,331,12.13,195,1.25,1070,0.16,1726,63.25,448,32.09,840,0.05,886,0.05,16,182,1069,63.25,223,1.21,57.14,1401,7.63,54.98,PER.14.1.2_1
1558,CAJAMARCA,CHOTA,PACCHA,PACCHA,4445,0.02,4445,100,0,0,1708,0.02,1708,100,0,0,34,0.76,40,0.9,0,0,0,0,2402,54.04,553,32.38,1171,0.06,1231,0.07,14,17,1611,54.04,34,0.76,41.18,40,0.9,42.5,PER.6.4.14_1
1559,CAJAMARCA,CELENDIN,CHUMUCH,CHUMUCH,2600,0.01,2600,100,0,0,1093,0.01,1093,100,0,0,7,0.27,85,3.27,0,0,0,0,1768,68,404,36.96,917,0.05,851,0.05,5,50,1123,68,7,0.27,71.43,85,3.27,58.82,PER.6.3.2_1
1560,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,CHIRIMOTO,2498,0.01,2498,100,0,0,1253,0.01,1253,100,0,0,1,0.04,52,2.08,0,0,0,0,1953,78.18,548,43.74,1044,0.06,909,0.05,0,38,1288,78.18,1,0.04,0,52,2.08,73.08,PER.1.6.1_1
1561,CAJAMARCA,CHOTA,LAJAS,LAJAS,11093,0.04,8932,80.52,2161,19.48,5282,0.05,4184,79.21,1098,20.79,68,0.76,1049,11.74,162,7.5,107,0.02,5318,59.54,1423,34.01,2584,0.14,2734,0.15,56,624,3249,59.54,230,2.07,82.35,1156,10.42,59.49,PER.6.4.11_1
1562,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,21847,0.07,12606,57.7,9241,42.3,5578,0.06,3081,55.23,2497,44.77,37,0.29,1298,10.3,184,1.99,1063,0.15,8936,70.89,1747,56.7,4404,0.24,4532,0.25,27,878,5381,70.89,221,1.01,72.97,2361,10.81,67.64,PER.14.3.12_1
1563,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,TOTORA,282,0,282,100,0,0,186,0,186,100,0,0,2,0.71,21,7.45,0,0,0,0,77,27.3,17,9.14,40,0,37,0,0,9,43,27.3,2,0.71,0,21,7.45,42.86,PER.1.6.11_1
1564,SAN MARTIN,EL DORADO,SHATOJA,SHATOJA,3004,0.01,3004,100,0,0,920,0.01,920,100,0,0,25,0.83,111,3.7,0,0,0,0,1671,55.63,337,36.63,869,0.05,802,0.04,5,62,1026,55.63,25,0.83,20,111,3.7,55.86,PER.23.2.5_1
1565,SAN MARTIN,EL DORADO,AGUA BLANCA,AGUA BLANCA,2330,0.01,2330,100,0,0,986,0.01,986,100,0,0,27,1.16,24,1.03,0,0,0,0,1204,51.67,311,31.54,639,0.03,565,0.03,12,16,818,51.67,27,1.16,44.44,24,1.03,66.67,PER.23.2.1_1
1566,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,22624,0.08,3149,13.92,19475,86.08,7328,0.07,1183,16.14,6145,83.86,21,0.67,362,11.5,226,1.16,1349,0.2,2438,77.42,643,54.35,1248,0.07,1190,0.07,10,286,1530,77.42,247,1.09,47.62,1711,7.56,79.01,
1567,CAJAMARCA,HUALGAYOC,CHUGUR,CHUGUR,2920,0.01,2920,100,0,0,1015,0.01,1015,100,0,0,171,5.86,68,2.33,0,0,0,0,1545,52.91,335,33,770,0.04,775,0.04,71,21,999,52.91,171,5.86,41.52,68,2.33,30.88,PER.6.7.2_1
1568,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LA LIBERTAD DE PALLAN,6434,0.02,6434,100,0,0,2554,0.03,2554,100,0,0,292,4.54,44,0.68,0,0,0,0,3964,61.61,968,37.9,1953,0.11,2011,0.11,148,13,2633,61.61,292,4.54,50.68,44,0.68,29.55,PER.6.3.7_1
1569,CAJAMARCA,SANTA CRUZ,CATACHE,CATACHE,8958,0.03,8958,100,0,0,3280,0.03,3280,100,0,0,106,1.18,263,2.94,0,0,0,0,5078,56.69,1324,40.37,2545,0.14,2533,0.14,15,148,3477,56.69,106,1.18,14.15,263,2.94,56.27,PER.6.13.2_1
1570,AMAZONAS,LUYA,LUYA,LUYA,3959,0.01,1601,40.44,2358,59.56,1521,0.02,676,44.44,845,55.56,79,4.93,5,0.31,251,10.64,66,0.01,938,58.59,204,30.18,460,0.03,478,0.03,42,2,610,58.59,330,8.34,53.16,71,1.79,40,PER.1.5.9_1
1571,SAN MARTIN,SAN MARTIN,EL PORVENIR,PELEJO,2399,0.01,2399,100,0,0,815,0.01,815,100,0,0,25,1.04,72,3,0,0,0,0,1467,61.15,323,39.63,780,0.04,687,0.04,13,41,876,61.15,25,1.04,52,72,3,56.94,PER.23.9.5_1
1572,SAN MARTIN,RIOJA,YORONGOS,YORONGOS,2446,0.01,2446,100,0,0,1046,0.01,1046,100,0,0,43,1.76,117,4.78,0,0,0,0,1196,48.9,282,26.96,605,0.03,591,0.03,7,47,762,48.9,43,1.76,16.28,117,4.78,40.17,PER.23.8.8_1
1573,SAN MARTIN,LAMAS,BARRANQUITA,BARRANQUITA,6429,0.02,2676,41.62,3753,58.38,1854,0.02,794,42.83,1060,57.17,156,5.83,64,2.39,45,1.2,16,0,2583,96.52,671,84.51,1390,0.08,1193,0.07,146,57,1542,96.52,201,3.13,93.59,80,1.24,89.06,PER.23.4.2_1
1574,CAJAMARCA,CHOTA,PION,PION,1214,0,1214,100,0,0,481,0,481,100,0,0,15,1.24,0,0,0,0,0,0,609,50.16,139,28.9,311,0.02,298,0.02,4,0,414,50.16,15,1.24,26.67,0,0,0,PER.6.4.15_1
1575,AMAZONAS,LUYA,CAMPORREDONDO,CAMPORREDONDO,6473,0.02,2329,35.98,4144,64.02,2386,0.02,1036,43.42,1350,56.58,4,0.17,0,0,4,0.1,23,0,1404,60.28,321,30.98,734,0.04,670,0.04,3,0,944,60.28,8,0.12,75,23,0.36,0,PER.1.5.1_1
1576,LAMBAYEQUE,FERRE?ÊAFE,INCAHUASI,INCAHUASI,13858,0.05,13858,100,0,0,5035,0.05,5035,100,0,0,7285,52.57,53,0.38,0,0,0,0,10181,73.47,2350,46.67,4908,0.27,5273,0.29,5407,32,1049,73.47,7285,52.57,74.22,53,0.38,60.38,PER.14.2.3_1
1577,CAJAMARCA,CUTERVO,CUJILLO,CUJILLO,2330,0.01,2330,100,0,0,862,0.01,862,100,0,0,1,0.04,0,0,0,0,0,0,1301,55.84,323,37.47,645,0.04,656,0.04,0,0,911,55.84,1,0.04,0,0,0,0,PER.6.6.3_1
1578,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,MILPUC,453,0,453,100,0,0,230,0,230,100,0,0,0,0,5,1.1,0,0,0,0,144,31.79,34,14.78,69,0,75,0,0,1,104,31.79,0,0,0,5,1.1,20,PER.1.6.7_1
1579,SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,9497,0.03,3141,33.07,6356,66.93,2542,0.03,967,38.04,1575,61.96,814,25.92,5,0.16,1306,20.55,230,0.03,2472,78.7,521,53.88,1321,0.07,1151,0.06,609,5,948,78.7,2120,22.32,74.82,235,2.47,100,PER.23.9.3_1
1580,CAJAMARCA,CHOTA,CHOTA,CHOTA,47279,0.16,25120,53.13,22159,46.87,20503,0.2,12611,61.51,7892,38.49,182,0.72,2116,8.42,1078,4.86,917,0.13,14761,58.76,3689,29.25,6850,0.37,7911,0.44,84,1128,9529,58.76,1260,2.67,46.15,3033,6.42,53.31,PER.6.4.7_1
1581,AMAZONAS,BONGARA,FLORIDA,FLORIDA (POMACOCHAS),5999,0.02,2260,37.67,3739,62.33,2506,0.02,1277,50.96,1229,49.04,6,0.27,0,0,29,0.78,30,0,1392,61.59,339,26.55,720,0.04,672,0.04,6,0,967,61.59,35,0.58,100,30,0.5,0,PER.1.2.5_1
1582,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU,5564,0.02,2365,42.51,3199,57.49,1661,0.02,698,42.02,963,57.98,356,15.05,13,0.55,8,0.25,20,0,2231,94.33,523,74.93,1229,0.07,1002,0.06,350,9,1047,94.33,364,6.54,98.31,33,0.59,69.23,PER.17.1.10_1
1583,CAJAMARCA,JAEN,POMAHUACA,POMAHUACA,8344,0.03,8344,100,0,0,3148,0.03,3148,100,0,0,574,6.88,290,3.48,0,0,0,0,4696,56.28,1012,32.15,2391,0.13,2305,0.13,300,153,2653,56.28,574,6.88,52.26,290,3.48,52.76,PER.6.8.7_1
1584,CAJAMARCA,JAEN,COLASAY,COLASAY,10238,0.03,10238,100,0,0,3811,0.04,3811,100,0,0,55,0.54,162,1.58,0,0,0,0,7503,73.29,2049,53.77,3914,0.21,3589,0.2,35,117,5282,73.29,55,0.54,63.64,162,1.58,72.22,PER.6.8.3_1
1585,CAJAMARCA,JAEN,SAN FELIPE,SAN FELIPE,4693,0.02,4693,100,0,0,1924,0.02,1924,100,0,0,132,2.81,153,3.26,0,0,0,0,2673,56.96,623,32.38,1375,0.07,1298,0.07,49,75,1652,56.96,132,2.81,37.12,153,3.26,49.02,PER.6.8.10_1
1586,SAN MARTIN,RIOJA,AWAJUN,BAJO NARANJILLO,7479,0.03,4600,61.51,2879,38.49,2444,0.02,1585,64.85,859,35.15,1066,23.17,28,0.61,77,2.67,46,0.01,2974,64.65,649,40.95,1482,0.08,1492,0.08,614,14,1197,64.65,1143,15.28,57.6,74,0.99,50,PER.23.8.1_1
1587,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,BAGUA GRANDE,50841,0.17,14895,29.3,35946,70.7,18334,0.18,5264,28.71,13070,71.29,299,2.01,649,4.36,1324,3.68,1965,0.29,10471,70.3,2484,47.19,5330,0.29,5141,0.28,204,419,6639,70.3,1623,3.19,68.23,2614,5.14,64.56,PER.1.7.1_1
1588,CAJAMARCA,JAEN,JAEN,JAEN,94153,0.32,12566,13.35,81587,86.65,27669,0.27,4652,16.81,23017,83.19,688,5.48,349,2.78,4494,5.51,2404,0.35,8200,65.26,1980,42.56,4276,0.23,3924,0.22,379,214,5313,65.26,5182,5.5,55.09,2753,2.92,61.32,PER.6.8.5_1
1589,LORETO,ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS,83554,0.28,13593,16.27,69961,83.73,22962,0.23,4019,17.5,18943,82.5,532,3.91,573,4.22,2111,3.02,1691,0.25,12297,90.47,2927,72.83,6509,0.35,5788,0.32,513,520,6913,90.47,2643,3.16,96.43,2264,2.71,90.75,PER.17.1.11_1
1590,AMAZONAS,BAGUA,EL PARCO,EL PARCO,1216,0,1216,100,0,0,465,0,465,100,0,0,2,0.16,2,0.16,0,0,0,0,579,47.62,127,27.31,308,0.02,271,0.02,0,1,411,47.62,2,0.16,0,2,0.16,50,PER.1.1.3_1
1591,CAJAMARCA,JAEN,LAS PIRIAS,LAS PIRIAS,4275,0.01,4275,100,0,0,1505,0.01,1505,100,0,0,7,0.16,269,6.29,0,0,0,0,2430,56.84,642,42.66,1240,0.07,1190,0.07,5,151,1572,56.84,7,0.16,71.43,269,6.29,56.13,PER.6.8.6_1
1592,LORETO,REQUENA,TAPICHE,IBERIA,881,0,881,100,0,0,202,0,202,100,0,0,51,5.79,2,0.23,0,0,0,0,564,64.02,126,62.38,301,0.02,263,0.01,51,0,291,64.02,51,5.79,100,2,0.23,0,PER.17.5.10_1
1593,LORETO,REQUENA,SOPLIN,NUEVA ALEJANDRIA (CURINGA),569,0,569,100,0,0,173,0,173,100,0,0,12,2.11,21,3.69,0,0,0,0,458,80.49,100,57.8,252,0.01,206,0.01,9,16,240,80.49,12,2.11,75,21,3.69,76.19,PER.17.5.9_1
1594,AMAZONAS,BAGUA,COPALLIN,COPALLIN,4595,0.02,2212,48.14,2383,51.86,1870,0.02,925,49.47,945,50.53,2,0.09,263,11.89,20,0.84,43,0.01,1391,62.88,390,42.16,728,0.04,663,0.04,1,162,892,62.88,22,0.48,50,306,6.66,61.6,PER.1.1.2_1
1595,CAJAMARCA,JAEN,HUABAL,HUABAL,7642,0.03,7642,100,0,0,2468,0.02,2468,100,0,0,67,0.88,609,7.97,0,0,0,0,4936,64.59,1209,48.99,2537,0.14,2399,0.13,44,387,3036,64.59,67,0.88,65.67,609,7.97,63.55,PER.6.8.4_1
1596,SAN MARTIN,MOYOBAMBA,HABANA,HABANA,1675,0.01,1675,100,0,0,714,0.01,714,100,0,0,3,0.18,28,1.67,0,0,0,0,685,40.9,150,21.01,360,0.02,325,0.02,2,7,452,40.9,3,0.18,66.67,28,1.67,25,PER.23.6.2_1
1597,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,ROQUE,13462,0.05,7093,52.69,6369,47.31,4295,0.04,2128,49.55,2167,50.45,28,0.39,305,4.3,80,1.26,49,0.01,5295,74.65,1254,58.93,2745,0.15,2550,0.14,14,209,3264,74.65,108,0.8,50,354,2.63,68.52,PER.23.4.1_1
1598,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,SAN ANDRES DE CUTERVO,4172,0.01,4172,100,0,0,1640,0.02,1640,100,0,0,8,0.19,65,1.56,0,0,0,0,1984,47.56,430,26.22,1036,0.06,948,0.05,6,35,1317,47.56,8,0.19,75,65,1.56,53.85,PER.6.6.8_1
1599,AMAZONAS,LUYA,TRITA,TRITA,1348,0,1348,100,0,0,496,0,496,100,0,0,177,13.13,63,4.67,0,0,0,0,611,45.33,123,24.8,303,0.02,308,0.02,50,21,322,45.33,177,13.13,28.25,63,4.67,33.33,PER.1.5.23_1
1600,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,17204,0.06,8034,46.7,9170,53.3,5227,0.05,2479,47.43,2748,52.57,190,2.36,1046,13.02,226,2.46,966,0.14,4826,60.07,1076,43.4,2428,0.13,2398,0.13,105,571,2506,60.07,416,2.42,55.26,2012,11.69,54.59,PER.14.3.3_1
1601,AMAZONAS,LUYA,OCALLI,OCALLI,3556,0.01,3556,100,0,0,1469,0.01,1469,100,0,0,69,1.94,79,2.22,0,0,0,0,1757,49.41,388,26.41,880,0.05,877,0.05,12,45,1147,49.41,69,1.94,17.39,79,2.22,56.96,PER.1.5.12_1
1602,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOLINOPAMPA,2176,0.01,2176,100,0,0,911,0.01,911,100,0,0,481,22.1,20,0.92,0,0,0,0,881,40.49,212,23.27,441,0.02,440,0.02,155,4,451,40.49,481,22.1,32.22,20,0.92,20,PER.1.3.14_1
1603,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,1407,0,1407,100,0,0,529,0.01,529,100,0,0,26,1.85,87,6.18,0,0,0,0,889,63.18,195,36.86,438,0.02,451,0.02,21,52,493,63.18,26,1.85,80.77,87,6.18,59.77,PER.14.3.1_1
1604,AMAZONAS,CHACHAPOYAS,SONCHE,SAN JUAN DE SONCHE,247,0,247,100,0,0,136,0,136,100,0,0,0,0,0,0,0,0,0,0,103,41.7,27,19.85,49,0,54,0,0,0,80,41.7,0,0,0,0,0,0,PER.1.3.21_1
1605,SAN MARTIN,MOYOBAMBA,SORITOR,SORITOR,21514,0.07,5848,27.18,15666,72.82,7211,0.07,2121,29.41,5090,70.59,1,0.02,0,0,122,0.78,198,0.03,4665,79.77,1153,54.36,2378,0.13,2287,0.13,0,0,3049,79.77,123,0.57,0,198,0.92,0,PER.23.6.5_1
1606,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,SAN JUAN DE CUTERVO,1858,0.01,1858,100,0,0,645,0.01,645,100,0,0,2,0.11,0,0,0,0,0,0,1220,65.66,278,43.1,612,0.03,608,0.03,0,0,859,65.66,2,0.11,0,0,0,0,PER.6.6.9_1
1607,LORETO,REQUENA,EMILIO SAN MARTIN,TAMANCO,6089,0.02,3374,55.41,2715,44.59,1409,0.01,777,55.15,632,44.85,128,3.79,23,0.68,71,2.62,18,0,3115,92.32,635,81.72,1599,0.09,1516,0.08,125,22,1729,92.32,199,3.27,97.66,41,0.67,95.65,PER.17.5.3_1
1608,LORETO,ALTO AMAZONAS,SANTA CRUZ,SANTA CRUZ,3967,0.01,3967,100,0,0,944,0.01,944,100,0,0,430,10.84,16,0.4,0,0,0,0,3492,88.03,731,77.44,1808,0.1,1684,0.09,407,16,1766,88.03,430,10.84,94.65,16,0.4,100,PER.17.1.9_1
1609,SAN MARTIN,RIOJA,PARDO MIGUEL,NARANJOS,16797,0.06,6935,41.29,9862,58.71,5546,0.05,2206,39.78,3340,60.22,394,5.68,142,2.05,90,0.91,87,0.01,4983,71.85,1192,54.03,2567,0.14,2416,0.13,264,83,2943,71.85,484,2.88,67.01,229,1.36,58.45,PER.23.8.4_1
